# Z-profile-Region_2-Statistic_Mean-Coordinate_Current member.uid___A001_X2d20_X398f._G12v2.43__sci.spw25.cube.I.pbcor.fits
# xLabel: [LSRK] Frequency (GHz)
# yLabel: Value (Jy/beam)
# poly[[372.902626pix, 381.456825pix], [374.847146pix, 381.739780pix], [378.002511pix, 380.111204pix], [380.038231pix, 377.770127pix], [380.750733pix, 375.632621pix], [380.140017pix, 373.087972pix], [379.631087pix, 371.764754pix], [379.020371pix, 370.543322pix], [377.493581pix, 369.423676pix], [374.745360pix, 369.118318pix], [373.014998pix, 369.830820pix], [371.386422pix, 371.154038pix], [369.452489pix, 372.579042pix], [368.739987pix, 373.800473pix], [368.434629pix, 375.123691pix], [368.739987pix, 377.362983pix], [369.554275pix, 379.704060pix], [370.877492pix, 380.518348pix], [371.793566pix, 381.129064pix]]	
# poly(wcs:ICRS)[[11:35:26.2925848122, -1:46:05.6460444535], [11:35:26.2744273116, -1:46:05.6064308072], [11:35:26.2449632036, -1:46:05.8344313911], [11:35:26.2259540992, -1:46:06.1621822254], [11:35:26.2193009108, -1:46:06.4614329977], [11:35:26.2250036394, -1:46:06.8176839403], [11:35:26.2297559144, -1:46:07.0029344327], [11:35:26.2354586450, -1:46:07.1739348883], [11:35:26.2497154739, -1:46:07.3306853132], [11:35:26.2753777673, -1:46:07.3734354342], [11:35:26.2915355075, -1:46:07.2736851674], [11:35:26.3067427915, -1:46:07.0884346689], [11:35:26.3248014402, -1:46:06.8889341204], [11:35:26.3314546255, -1:46:06.7179336603], [11:35:26.3343059895, -1:46:06.5326831694], [11:35:26.3314546211, -1:46:06.2191823543], [11:35:26.3238509774, -1:46:05.8914315100], [11:35:26.3114950603, -1:46:05.7774312300], [11:35:26.3029409641, -1:46:05.6919310160]]	
# x	y
91.1790736687	1.3836940806e-5
91.1810268557	1.2771517132e-4
91.18298004270001	-4.5747913513e-5
91.18493322970001	2.2663216160e-4
91.1868864167	-2.2959797700e-4
91.1888396037	-3.6552473203e-4
91.1907927907	-8.8632202337e-5
91.1927459777	-2.5562127977e-4
91.1946991647	-1.7060935975e-4
91.1966523517	4.3540899578e-5
91.19860553870001	-2.9044176167e-4
91.2005587257	2.8841115378e-4
91.2025119127	-6.7642393100e-5
91.2044650997	-2.4498267830e-5
91.2064182867	1.6597942807e-4
91.2083714737	4.3404481761e-4
91.2103246607	1.5142437239e-4
91.21227784770001	1.9179208847e-4
91.2142310347	-1.7680291809e-4
91.2161842217	-2.0315702732e-4
91.2181374087	-1.6772330333e-4
91.2200905957	1.6858229741e-4
91.2220437827	-2.9615215980e-4
91.2239969697	-2.7437900889e-4
91.22595015670001	-9.9223743262e-5
91.2279033437	-3.6431656570e-5
91.2298565307	1.0074723160e-6
91.2318097177	1.6485126642e-4
91.2337629047	1.1883618943e-4
91.2357160917	-1.3042797883e-4
91.2376692787	3.9654187250e-4
91.23962246570001	2.6251965548e-4
91.2415756527	1.2035350142e-4
91.2435288397	6.8720276027e-5
91.2454820267	-2.4747379281e-4
91.2474352137	-5.1104901068e-5
91.2493884007	2.9587305218e-5
91.2513415877	-2.3312713270e-4
91.25329477470001	-1.9087653349e-4
91.25524796170001	1.3356022743e-4
91.2572011487	-2.1039186799e-5
91.2591543357	-2.7576571703e-4
91.2611075227	1.4067849420e-4
91.2630607097	6.0644172896e-5
91.2650138967	4.1735473682e-4
91.2669670837	-1.8280457487e-4
91.26892027070001	-8.2573427732e-5
91.2708734577	-1.1368187305e-4
91.2728266447	-2.6203888404e-4
91.2747798317	-5.0103152034e-5
